taxid	description
1922529	Beihai picorna-like virus 101 strain=BHBJDX18559
1922528	Beihai picorna-like virus 100 strain=BHNXC41148
1922530	Beihai picorna-like virus 102 strain=BHZC35144
1922534	Beihai picorna-like virus 106 strain=BHZY60875
1922531	Beihai picorna-like virus 103 strain=BHBei77089
1922533	Beihai picorna-like virus 105 strain=BHHK79817
1922532	Beihai picorna-like virus 104 strain=BHZC37407
1922535	Beihai picorna-like virus 107 strain=BHZY60580
1922536	Beihai picorna-like virus 108 strain=BHTH16067
1922538	Beihai picorna-like virus 11 strain=BHZY60905
1922539	Beihai picorna-like virus 110 strain=BHXG26677
1922540	Beihai picorna-like virus 111 strain=BHBei77071
1922542	Beihai picorna-like virus 113 strain=BHXG26415
1922541	Beihai picorna-like virus 112 strain=BHXG26692
1922543	Beihai picorna-like virus 114 strain=BHZY60932
1922544	Beihai picorna-like virus 115 strain=BHHK131520
1922545	Beihai picorna-like virus 116 strain=YYSZX16386
1922547	Beihai picorna-like virus 118 strain=BHHK118641
1922546	Beihai picorna-like virus 117 strain=BHJP63029
1922548	Beihai picorna-like virus 119 strain=BHJP60437
1922549	Beihai picorna-like virus 120 strain=BHSC167783
1922550	Beihai picorna-like virus 121 strain=BHHZL10364
1922551	Beihai picorna-like virus 122 strain=BHZY60922
1922552	Beihai picorna-like virus 123 strain=BHCL81476
1922553	Beihai picorna-like virus 124 strain=BHBJDX18598
1922556	Beihai picorna-like virus 14 strain=BHHK130444
1922557	Beihai picorna-like virus 15 strain=BHZY59344
1922554	Beihai picorna-like virus 125 strain=BHZY54174
1922558	Beihai picorna-like virus 16 strain=BHHK123579
1922559	Beihai picorna-like virus 17 strain=BHZY55665
1922560	Beihai picorna-like virus 18 strain=BHSC157282
1922562	Beihai picorna-like virus 2 strain=BHNXC40556
1922561	Beihai picorna-like virus 19 strain=BHJJX24523
1922564	Beihai picorna-like virus 21 strain=BHZY60822
1922563	Beihai picorna-like virus 20 strain=BHJJX25607
1922566	Beihai picorna-like virus 23 strain=YYSZX17154
1922567	Beihai picorna-like virus 24 strain=BHZY60459
1922569	Beihai picorna-like virus 26 strain=BZL93356
1922570	Beihai picorna-like virus 27 strain=BHNXC41439
1922571	Beihai picorna-like virus 28 strain=BHZY60695
1922575	Beihai picorna-like virus 32 strain=BHNXC41402
1922573	Beihai picorna-like virus 30 strain=BHNXC41477
1922576	Beihai picorna-like virus 33 strain=BWBFG40845
1922578	Beihai picorna-like virus 35 strain=BHZC37213
1922582	Beihai picorna-like virus 39 strain=BHSC164089
1922583	Beihai picorna-like virus 4 strain=BHZY60671
1922585	Beihai picorna-like virus 41 strain=BHJJX25957
1922584	Beihai picorna-like virus 40 strain=BHNXC39087
1922586	Beihai picorna-like virus 42 strain=SCJXSX39263
1922587	Beihai picorna-like virus 43 strain=BHNXC41212
1922588	Beihai picorna-like virus 44 strain=BHXG26143
1922589	Beihai picorna-like virus 45 strain=BHZC37433
1922590	Beihai picorna-like virus 46 strain=BHZC37388
1922591	Beihai picorna-like virus 47 strain=SCJXSX39359
1922592	Beihai picorna-like virus 48 strain=BHZC37443
1922593	Beihai picorna-like virus 49 strain=BHZC36855
1922595	Beihai picorna-like virus 50 strain=BHZC37234
1922596	Beihai picorna-like virus 51 strain=SCJXSX38939
1922594	Beihai picorna-like virus 5 strain=BHNXC41415
1922597	Beihai picorna-like virus 52 strain=BHNXC41485
1922598	Beihai picorna-like virus 53 strain=BHNXC41443
1922599	Beihai picorna-like virus 54 strain=BHNXC41489
1922600	Beihai picorna-like virus 55 strain=BHBei68636
1922601	Beihai picorna-like virus 56 strain=BWBFG40791
1922602	Beihai picorna-like virus 57 strain=BHHQ57630
1922606	Beihai picorna-like virus 60 strain=BHBei55726
1922604	Beihai picorna-like virus 59 strain=BHBei77099
1922603	Beihai picorna-like virus 58 strain=BHBei77093
1922605	Beihai picorna-like virus 6 strain=BHNXC41284
1922607	Beihai picorna-like virus 61 strain=BHBei76813
1922608	Beihai picorna-like virus 62 strain=BHBei74566
1922609	Beihai picorna-like virus 63 strain=BHTSS17878
1922611	Beihai picorna-like virus 65 strain=BHZY60937
1922610	Beihai picorna-like virus 64 strain=BHJP54755
1922613	Beihai picorna-like virus 67 strain=BHZY60873
1922612	Beihai picorna-like virus 66 strain=BHHQ76843
1922614	Beihai picorna-like virus 68 strain=HOU158652
1922618	Beihai picorna-like virus 71 strain=BHXG26494
1922617	Beihai picorna-like virus 70 strain=BHJJX25952
1922615	Beihai picorna-like virus 69 strain=HOU158647
1922616	Beihai picorna-like virus 7 strain=BHNXC41478
1922620	Beihai picorna-like virus 73 strain=BHTH16077
1922619	Beihai picorna-like virus 72 strain=BHHK126587
1922621	Beihai picorna-like virus 74 strain=BHHK130969
1922627	Beihai picorna-like virus 8 strain=BHNXC41454
1922624	Beihai picorna-like virus 77 strain=BHBei75652
1922622	Beihai picorna-like virus 75 strain=BHJP52955
1922626	Beihai picorna-like virus 79 strain=BHBJDX18844
1922628	Beihai picorna-like virus 80 strain=BHZC36213
1922629	Beihai picorna-like virus 81 strain=HOU149705
1922630	Beihai picorna-like virus 82 strain=YYSZX17728
1922631	Beihai picorna-like virus 83 strain=BHWZXX15514
1922633	Beihai picorna-like virus 85 strain=BHHK129719
1922636	Beihai picorna-like virus 9 strain=BHBJDX18814
1922634	Beihai picorna-like virus 87 strain=BHJJX25970
1922632	Beihai picorna-like virus 84 strain=BHTH16053
1922637	Beihai picorna-like virus 90 strain=BHWZXX14572
1922638	Beihai picorna-like virus 91 strain=BHJJX25930
1922641	Beihai picorna-like virus 96 strain=HOU158314
1922639	Beihai picorna-like virus 93 strain=BHBJDX18546
1922644	Beihai picorna-like virus 99 strain=BHJJX22326
1922646	Beihai razor shell virus 2 strain=BHBei76898
1922645	Beihai razor shell virus 1 strain=BHZC37272
1922647	Beihai razor shell virus 3 strain=BHZC45609
1922648	Beihai razor shell virus 4 strain=BHZC37363
1922655	Beihai rhabdo-like virus 5 strain=BHJP63888
1922654	Beihai rhabdo-like virus 4 strain=BHJP58499
1922652	Beihai rhabdo-like virus 2 strain=BHTSS7258
1922651	Beihai rhabdo-like virus 1 strain=BHTSS15727
1922656	Beihai rhabdo-like virus 6 strain=BHJJX49420
1922657	Beihai sea slater virus 1 strain=BHHZL10310
1922658	Beihai sea slater virus 2 strain=BHHZL10411
1922661	Beihai sesarmid crab virus 1 strain=SCJXSX39422
1922662	Beihai sesarmid crab virus 2 strain=SCJXSX39002
1922659	Beihai sea slater virus 3 strain=BHHZL10233
1922660	Beihai sea slater virus 4 strain=BHHZL10410
1922664	Beihai sesarmid crab virus 4 strain=SCJXSX38901
1922663	Beihai sesarmid crab virus 3 strain=SCJXSX39048
1922666	Beihai sesarmid crab virus 7 strain=SCJXSX14567
1922668	Beihai shrimp virus 2 strain=BHWZXX12501
1922669	Beihai shrimp virus 3 strain=BHBJDX18821
1922667	Beihai shrimp virus 1 strain=BHBJDX17672
1922670	Beihai shrimp virus 4 strain=BHWZXX19227
1922671	Beihai shrimp virus 5 strain=BHWZXX15615
1922672	Beihai shrimp virus 6 strain=BHBJDX18793
1922673	Beihai sipunculid worm virus 1 strain=BHNXC40689
1922675	Beihai sipunculid worm virus 3 strain=BHZC37455
1922674	Beihai sipunculid worm virus 2 strain=BHNXC41483
1922676	Beihai sipunculid worm virus 4 strain=BHZC37368
1922677	Beihai sipunculid worm virus 5 strain=BHNXC41492
1922678	Beihai sipunculid worm virus 6 strain=BHNXC41400
1922681	Beihai sobemo-like virus 10 strain=BHZY60634
1922680	Beihai sobemo-like virus 1 strain=BHZY60709
1922682	Beihai sobemo-like virus 11 strain=BHZY59277
1922684	Beihai sobemo-like virus 13 strain=YYSZX17641
1922683	Beihai sobemo-like virus 12 strain=HOU156693
1922685	Beihai sobemo-like virus 14 strain=HOU157842
1922686	Beihai sobemo-like virus 15 strain=BHBJDX18383
1922688	Beihai sobemo-like virus 17 strain=HOU157151
1922687	Beihai sobemo-like virus 16 strain=BHCL80925
1922689	Beihai sobemo-like virus 18 strain=BWBFG40814
1922690	Beihai sobemo-like virus 19 strain=BHBJDX18617
1922691	Beihai sobemo-like virus 2 strain=BHZC35241
1922692	Beihai sobemo-like virus 20 strain=BHNXC40978
1922693	Beihai sobemo-like virus 21 strain=BHZY58647
1922695	Beihai sobemo-like virus 23 strain=BHZY181484
1922694	Beihai sobemo-like virus 22 strain=BHWZXX14614
1922696	Beihai sobemo-like virus 24 strain=BHBJDX18033
1922698	Beihai sobemo-like virus 26 strain=BHTH8711
1922697	Beihai sobemo-like virus 25 strain=BHZC34084
1922699	Beihai sobemo-like virus 27 strain=BHWZXX15541
1922701	Beihai sobemo-like virus 4 strain=BHZY59438
1922702	Beihai sobemo-like virus 5 strain=BHZY60175
1922700	Beihai sobemo-like virus 3 strain=BHZY60830
1922703	Beihai sobemo-like virus 6 strain=BWBFG40829
1922704	Beihai sobemo-like virus 7 strain=BHZY60654
1922705	Beihai sobemo-like virus 8 strain=BWBFG36635
1922706	Beihai sobemo-like virus 9 strain=BHZY60769
1922708	Beihai sphaeromadae virus 2 strain=BHTSS26432
1922707	Beihai sphaeromadae virus 1 strain=BHTSS18012
1922713	Beihai tombus-like virus 10 strain=BHZY59908
1922711	Beihai tiger crab virus 1 strain=HWRTX14333
1922712	Beihai tombus-like virus 1 strain=SCJXSX39078
1922710	Beihai sphaeromadae virus 4 strain=BHTSS17969
1922715	Beihai tombus-like virus 12 strain=BHTSS17936
1922714	Beihai tombus-like virus 11 strain=BHHK128439
1922716	Beihai tombus-like virus 13 strain=BHZC37436
1922719	Beihai tombus-like virus 16 strain=BHWZXX15284
1922718	Beihai tombus-like virus 15 strain=BHBJDX18752
1922717	Beihai tombus-like virus 14 strain=BHZC37000
1922720	Beihai tombus-like virus 17 strain=BHZC33014
1922721	Beihai tombus-like virus 18 strain=BHZY60611
1922724	Beihai tombus-like virus 3 strain=BHZY54477
1922709	Beihai sphaeromadae virus 3 strain=BHTSS17005
1922723	Beihai tombus-like virus 2 strain=BHNXC41455
1922722	Beihai tombus-like virus 19 strain=BHTH16144
1922725	Beihai tombus-like virus 4 strain=BHZY58951
1922726	Beihai tombus-like virus 5 strain=HOU131178
1922728	Beihai tombus-like virus 7 strain=BHBJDX18773
1922729	Beihai tombus-like virus 8 strain=BHZY60516
1922734	Beihai toti-like virus 4 strain=HOU154008
1922730	Beihai tombus-like virus 9 strain=BHZY58393
1922737	Beihai victori-like virus 1 strain=BHZC37363
1922736	Beihai uca arcuata virus 1 strain=BFZCX5633
1922738	Beihai weivirus-like virus 1 strain=BWBFG40821
1922740	Beihai weivirus-like virus 11 strain=BWBFG40530
1922741	Beihai weivirus-like virus 12 strain=BWBFG40815
1922743	Beihai weivirus-like virus 15 strain=BWBFG27289
1922742	Beihai weivirus-like virus 13 strain=BHZY60103
1922744	Beihai weivirus-like virus 16 strain=BHZY60618
1922745	Beihai weivirus-like virus 17 strain=BHZC37426
1922746	Beihai weivirus-like virus 18 strain=BHZY59250
1922748	Beihai weivirus-like virus 2 strain=BHZC36779
1922749	Beihai weivirus-like virus 20 strain=BWBFG40173
1922750	Beihai weivirus-like virus 21 strain=BHZY60867
1922752	Beihai weivirus-like virus 4 strain=BWBFG40762
1922751	Beihai weivirus-like virus 3 strain=BHZY60776
1922753	Beihai weivirus-like virus 5 strain=BHZY60693
1922754	Beihai weivirus-like virus 7 strain=BHZY60887
1922755	Beihai weivirus-like virus 8 strain=BHZC36478
1922756	Beihai weivirus-like virus 9 strain=BWBFG39428
1922759	Beihai zhaovirus-like virus 3 strain=BHZY60564
1922758	Beihai zhaovirus-like virus 2 strain=BHTSS12281
1922757	Beihai zhaovirus-like virus 1 strain=BHZY59866
1922760	Beihai zhaovirus-like virus 4 strain=BHZY60633
1922764	Changjiang astro-like virus strain=CJLX30757
1922761	Beihai zhaovirus-like virus 5 strain=BHNXC41311
1922765	Changjiang crawfish virus 1 strain=CJLX30787
1922768	Changjiang crawfish virus 4 strain=CLX8819
1922769	Changjiang crawfish virus 5 strain=CJLX22437
1922766	Changjiang crawfish virus 2 strain=CJLX30764
1922767	Changjiang crawfish virus 3 strain=CJLX30786
1922771	Changjiang crawfish virus 7 strain=CJLX29643
1922770	Changjiang crawfish virus 6 strain=CJLX30496
1922772	Changjiang hepe-like virus 1 strain=CJLX30636
1922776	Changjiang narna-like virus 1 strain=CJLX30050
1922779	Changjiang narna-like virus 4 strain=CJLX30771
1922778	Changjiang narna-like virus 3 strain=CJLX30350
1922777	Changjiang narna-like virus 2 strain=CJLX29055
1922782	Changjiang picorna-like virus 1 strain=CJLX30149
1922783	Changjiang picorna-like virus 10 strain=CJLX30646
1922784	Changjiang picorna-like virus 11 strain=CJLX30672
1922787	Changjiang picorna-like virus 14 strain=CJLX29953
1922785	Changjiang picorna-like virus 12 strain=CJLX29956
1922786	Changjiang picorna-like virus 13 strain=CJLX40994
1922788	Changjiang picorna-like virus 15 strain=CJLX30633
1922791	Changjiang picorna-like virus 2 strain=CJLX30436
1922792	Changjiang picorna-like virus 3 strain=CJLX28786
1922789	Changjiang picorna-like virus 16 strain=CJLX20820
1922793	Changjiang picorna-like virus 4 strain=CJLX29654
1922795	Changjiang picorna-like virus 6 strain=CJLX30470
1922796	Changjiang picorna-like virus 7 strain=CJLX30780
1922794	Changjiang picorna-like virus 5 strain=CJLX30750
1922798	Changjiang picorna-like virus 9 strain=CJLX26226
1922797	Changjiang picorna-like virus 8 strain=CJLX30776
1922799	Changjiang polero-like virus 1 strain=CJLX30310
1922800	Changjiang sobemo-like virus 1 strain=CJLX29826
1922801	Changjiang sobemo-like virus 2 strain=CJLX29674
1922803	Changjiang tombus-like virus 10 strain=CJLX21891
1922802	Changjiang tombus-like virus 1 strain=CJLX26263
1922807	Changjiang tombus-like virus 14 strain=CJLX30318
1922805	Changjiang tombus-like virus 12 strain=CJLX27860
1922804	Changjiang tombus-like virus 11 strain=CJLX30677
1922808	Changjiang tombus-like virus 15 strain=CJLX30583
1922809	Changjiang tombus-like virus 16 strain=CJLX25258
1922810	Changjiang tombus-like virus 17 strain=CJLX30686
1922811	Changjiang tombus-like virus 18 strain=CJLX21588
1922813	Changjiang tombus-like virus 2 strain=CJLX30692
1922812	Changjiang tombus-like virus 19 strain=CJLX57318
1922814	Changjiang tombus-like virus 20 strain=CJLX30731
1922815	Changjiang tombus-like virus 21 strain=CJLX8746
1922816	Changjiang tombus-like virus 22 strain=CJLX30074
1922818	Changjiang tombus-like virus 4 strain=CJLX30236
1922817	Changjiang tombus-like virus 3 strain=CJLX30495
1922820	Changjiang tombus-like virus 6 strain=CJLX30707
1922819	Changjiang tombus-like virus 5 strain=CJLX42586
1922826	Changping earthworm virus 1 strain=CPQY105740
1922821	Changjiang tombus-like virus 7 strain=CJLX49320
1922824	Changjiang zhaovirus-like virus 1 strain=CJLX30599
1922822	Changjiang tombus-like virus 8 strain=CJLX29920
1922827	Changping earthworm virus 2 strain=CPQY18140
1922823	Changjiang tombus-like virus 9 strain=CJLX30737
1922832	Hubei Poty-like virus 1 strain=SCM51506
1922836	Hubei arthropod virus 3 strain=GCM7473
1922835	Hubei arthropod virus 1 strain=arthropodmix4509
1922857	Hubei chuvirus-like virus 1 strain=QTM26249
1922833	Hubei Wuhan insect virus 9 strain=QTM27230
1922837	Hubei astro-like virus strain=WGML136555
1922858	Hubei chuvirus-like virus 3 strain=QTM26698
1922860	Hubei coleoptera virus 1 strain=QCM131202
1922861	Hubei coleoptera virus 2 strain=QCM76287
1922866	Hubei dimarhabdovirus virus 1 strain=SCM51525
1922867	Hubei dimarhabdovirus virus 2 strain=QTM26629
1922868	Hubei dimarhabdovirus virus 3 strain=QTM26149
1922862	Hubei coleoptera virus 3 strain=QCM109726
1922870	Hubei diptera virus 1 strain=SCM51289
1922871	Hubei diptera virus 10 strain=SCM43656
1922874	Hubei diptera virus 13 strain=SCM94998
1922872	Hubei diptera virus 11 strain=SCM51501
1922873	Hubei diptera virus 12
1922876	Hubei diptera virus 15 strain=SCM95219
1922875	Hubei diptera virus 14 strain=QTM46268
1922878	Hubei diptera virus 17 strain=SCM172187
1922877	Hubei diptera virus 16 strain=SCM32007
1922879	Hubei diptera virus 18 strain=SCM37169
1922884	Hubei diptera virus 3 strain=SCM17647
1922883	Hubei diptera virus 22 strain=SCM45279
1922885	Hubei diptera virus 4 strain=SCM94992
1922886	Hubei diptera virus 5 strain=SCM245062
1922889	Hubei diptera virus 9 strain=SCM172232
1922892	Hubei earwig virus 3 strain=arthropodmix12795
1922893	Hubei endorna-like virus 1 strain=QCM148882
1922896	Hubei hepe-like virus 3 strain=WHYY20710
1922894	Hubei hepe-like virus 1 strain=WHCC116187
1922895	Hubei hepe-like virus 2 strain=WHCC101555
1922898	Hubei insect virus 2
1922899	Hubei leech virus 1 strain=SZmix32467
1922900	Hubei leech virus 2 strain=SZmix21584
1922902	Hubei leech virus 4 strain=SZmix20870
1922901	Hubei leech virus 3 strain=SZmix63518
1922904	Hubei lepidoptera virus 2 strain=LCM101902
1922903	Hubei lepidoptera virus 1 strain=LCM141331
1922905	Hubei lepidoptera virus 3 strain=LCM141729
1922922	Hubei macula-like virus 1 strain=QTM27280
1922923	Hubei macula-like virus 2 strain=QTM27299
1922925	Hubei mosquito virus 1 strain=mosHB236488
1922927	Hubei mosquito virus 3 strain=3mos6141
1922930	Hubei myriapoda virus 1 strain=WGML505798
1922926	Hubei mosquito virus 2 strain=mosZJ35453
1922928	Hubei mosquito virus 4 strain=3mos6213
1922931	Hubei myriapoda virus 2 strain=WGML147749
1922932	Hubei myriapoda virus 3 strain=WGML139652
1922933	Hubei myriapoda virus 4 strain=WGML147816
1922937	Hubei myriapoda virus 8 strain=WGML66308
1922936	Hubei myriapoda virus 7 strain=WGML146453
1922934	Hubei myriapoda virus 5 strain=GCM10499
1922938	Hubei myriapoda virus 9 strain=arthropodmix12082
1922941	Hubei narna-like virus 11 strain=WHBL72829
1922942	Hubei narna-like virus 12 strain=SZmix21586
1922943	Hubei narna-like virus 13 strain=QTM27075
1922947	Hubei narna-like virus 17 strain=mosHB204971
1922948	Hubei narna-like virus 18 strain=CC64130
1922945	Hubei narna-like virus 15 strain=QCM133922
1922949	Hubei narna-like virus 19 strain=QTM26970
1922950	Hubei narna-like virus 2 strain=WHBL67117
1922952	Hubei narna-like virus 21 strain=QCM13322
1922953	Hubei narna-like virus 22 strain=SZmix20730
1922956	Hubei narna-like virus 25 strain=SCM51430
1922955	Hubei narna-like virus 24 strain=SCM50734
1922957	Hubei narna-like virus 3 strain=QTM25395
1922954	Hubei narna-like virus 23 strain=SZmix21602
1922958	Hubei narna-like virus 4 strain=WHYY20523
1922960	Hubei narna-like virus 7 strain=WHBL72300
1922959	Hubei narna-like virus 5 strain=SSZZ3007
1922972	Hubei noda-like virus 17 strain=HC30049
1922988	Hubei noda-like virus 8 strain=WHLC5312
1922962	Hubei narna-like virus 9 strain=WHBL72555
1922989	Hubei noda-like virus 9 strain=WHLC5367
1922990	Hubei odonate virus 1 strain=QTM27271
1922992	Hubei odonate virus 11 strain=QTM161788
1922991	Hubei odonate virus 10 strain=QTM133243
1922998	Hubei odonate virus 3 strain=QTM25153
1922999	Hubei odonate virus 4 strain=QTM161803
1922993	Hubei odonate virus 12 strain=QTM25968
1922997	Hubei odonate virus 2 strain=QTM74832
1923000	Hubei odonate virus 5 strain=QTM27277
1923001	Hubei odonate virus 6 strain=QTM11719
1923011	Hubei orthoptera virus 3 strain=ZCM18544
1923002	Hubei odonate virus 7 strain=QTM27298
1923004	Hubei odonate virus 9 strain=QTM74767
1923003	Hubei odonate virus 8 strain=QTM19232
1923009	Hubei orthoptera virus 1 strain=ZCM21319
